Age,Education,Relationship_Status,Income,Children,Wine ($),Fruit ($),Meat ($),Fish ($),Sweets ($),Gold_Products ($),Discount_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Days_Enrolled,Avg_Purch_Freq,Avg_Spend ($),Accept_One,Accept_Rate,Cust_Accept (%)
44,PhD,Married,69084.0,1,1181,107,199,39,30,30,2,7,3,13,420.0,16.8,63.44,0,(0/6),0.0
47,PhD,Married,77766.0,1,1004,59,265,115,59,27,2,11,10,11,657.0,19.323529411764707,44.970588235294116,1,(2/6),33.33333333333333
29,PhD,Single,37929.0,0,202,2,46,3,2,10,2,4,2,5,514.0,39.53846153846154,20.384615384615383,1,(3/6),50.0
63,Graduation,In-Relationship,86610.0,0,446,107,768,33,196,53,1,5,6,6,707.0,39.27777777777778,89.05555555555556,0,(0/6),0.0
28,Master,Married,80141.0,0,1184,102,673,52,40,40,1,7,4,10,701.0,31.863636363636363,95.04545454545455,1,(2/6),33.33333333333333
59,2n Cycle,Married,72635.0,0,390,22,323,104,35,107,1,6,8,6,584.0,27.80952380952381,46.714285714285715,1,(1/6),16.666666666666664
44,Graduation,Married,69016.0,1,726,53,363,123,107,161,4,8,9,13,490.0,14.411764705882353,45.088235294117645,0,(0/6),0.0
23,2n Cycle,In-Relationship,20193.0,0,8,8,22,24,11,9,1,1,1,4,625.0,89.28571428571429,11.714285714285714,0,(0/6),0.0
39,Graduation,Married,27573.0,1,50,15,110,39,15,15,4,5,1,4,280.0,20.0,17.428571428571427,0,(0/6),0.0
35,Basic,Single,15862.0,1,1,1,4,11,9,10,1,1,0,3,387.0,77.4,7.2,0,(0/6),0.0
38,PhD,Married,49544.0,1,308,0,73,0,0,23,2,5,1,8,286.0,17.875,25.25,0,(0/6),0.0
34,Graduation,Married,33228.0,1,22,2,31,7,4,5,1,2,0,3,726.0,121.0,11.833333333333334,0,(0/6),0.0
36,Graduation,In-Relationship,70440.0,0,690,117,499,76,102,88,1,5,10,7,148.0,6.434782608695652,68.34782608695652,1,(1/6),16.666666666666664
43,Graduation,In-Relationship,38232.0,2,43,5,28,7,6,33,4,3,1,3,370.0,33.63636363636363,11.090909090909092,0,(0/6),0.0
59,PhD,Married,22554.0,2,27,0,10,0,0,4,4,2,0,4,219.0,21.9,4.1,0,(0/6),0.0
31,PhD,Married,23536.0,1,6,0,3,0,0,1,1,0,0,3,813.0,203.25,2.5,0,(0/6),0.0
62,Graduation,Married,49413.0,1,205,7,41,3,2,46,2,4,2,5,464.0,35.69230769230769,23.384615384615383,0,(0/6),0.0
45,Graduation,Married,42231.0,2,24,0,8,0,1,4,1,1,0,3,664.0,132.8,7.4,0,(0/6),0.0
34,Master,Divorced,78789.0,0,667,50,850,21,83,83,1,4,6,5,468.0,29.25,109.625,1,(1/6),16.666666666666664
46,Graduation,In-Relationship,56534.0,1,691,7,61,10,0,46,4,10,4,7,468.0,18.72,32.6,1,(3/6),50.0
43,Graduation,Single,58350.0,1,493,26,206,116,80,80,4,8,3,12,481.0,17.814814814814813,37.074074074074076,0,(0/6),0.0
25,Graduation,Single,81217.0,0,493,70,324,146,40,84,1,3,7,11,618.0,28.09090909090909,52.59090909090909,0,(0/6),0.0
63,Graduation,Single,49090.0,1,494,5,82,7,0,100,3,7,2,9,794.0,37.80952380952381,32.76190476190476,0,(0/6),0.0
27,Master,Divorced,61787.0,0,621,73,414,78,48,85,1,8,4,6,668.0,35.1578947368421,69.42105263157895,0,(0/6),0.0
29,PhD,Married,18169.0,1,9,0,5,0,0,7,1,1,0,2,525.0,131.25,5.25,0,(0/6),0.0
33,2n Cycle,Single,24336.0,1,1,6,2,8,2,12,1,1,0,2,771.0,192.75,7.75,0,(0/6),0.0
24,Graduation,Married,18222.0,0,12,4,19,12,6,14,1,2,0,3,610.0,101.66666666666667,11.166666666666666,0,(0/6),0.0
62,Graduation,Divorced,62335.0,1,243,131,217,85,6,26,2,3,3,13,768.0,36.57142857142857,33.714285714285715,0,(0/6),0.0
43,2n Cycle,In-Relationship,42033.0,2,11,1,4,2,0,7,1,1,0,2,239.0,59.75,6.25,0,(0/6),0.0
31,PhD,Married,86580.0,0,532,21,127,26,20,20,0,4,2,5,790.0,71.81818181818181,67.81818181818181,1,(1/6),16.666666666666664
57,PhD,Divorced,41437.0,2,29,0,2,0,0,1,1,1,0,3,214.0,42.8,6.4,0,(0/6),0.0
63,Master,Widow,73705.0,2,612,91,520,258,107,107,2,9,6,8,344.0,13.76,67.8,0,(0/6),0.0
38,Graduation,Married,61064.0,1,387,126,342,0,45,180,5,8,4,11,223.0,7.964285714285714,38.57142857142857,0,(0/6),0.0
59,Master,Married,38452.0,2,56,0,14,0,0,2,3,3,0,3,758.0,84.22222222222223,8.0,0,(0/6),0.0
25,Graduation,Single,18358.0,1,6,8,19,16,4,4,3,3,0,4,402.0,40.2,5.7,0,(0/6),0.0
41,PhD,In-Relationship,55012.0,1,582,0,65,0,0,13,6,8,2,9,770.0,30.8,26.4,0,(0/6),0.0
41,Basic,In-Relationship,9722.0,1,6,17,16,6,16,42,4,3,1,3,805.0,73.18181818181819,9.363636363636363,1,(1/6),16.666666666666664
30,PhD,Married,38175.0,1,70,6,69,2,3,3,3,3,1,4,301.0,27.363636363636363,13.909090909090908,0,(0/6),0.0
58,Master,In-Relationship,58656.0,1,962,12,194,16,24,12,4,7,8,13,243.0,7.59375,38.125,1,(1/6),16.666666666666664
49,Graduation,In-Relationship,52117.0,1,112,10,107,30,0,20,2,5,2,4,135.0,10.384615384615385,21.46153846153846,0,(0/6),0.0
36,Graduation,Married,64813.0,1,293,0,124,179,97,52,1,7,2,10,428.0,21.4,37.25,0,(0/6),0.0
41,PhD,Married,54222.0,1,199,12,31,3,12,7,1,3,3,5,569.0,47.416666666666664,22.0,0,(0/6),0.0
28,Graduation,Married,83512.0,0,1060,61,835,80,20,101,1,4,7,10,719.0,32.68181818181818,98.04545454545455,1,(5/6),83.33333333333334
55,Master,Married,77520.0,1,940,44,396,0,88,58,1,8,7,7,154.0,6.695652173913044,66.34782608695652,1,(4/6),66.66666666666666
36,Graduation,In-Relationship,41154.0,1,44,2,11,2,3,7,1,1,0,4,716.0,119.33333333333333,11.5,0,(0/6),0.0
48,Graduation,Married,80398.0,0,342,51,936,207,35,26,1,5,8,12,528.0,20.307692307692307,61.42307692307692,1,(1/6),16.666666666666664
22,Basic,Single,18746.0,1,2,10,11,12,9,20,2,3,0,3,175.0,21.875,8.0,0,(0/6),0.0
30,Graduation,In-Relationship,35196.0,1,75,12,141,43,39,187,6,6,1,5,420.0,23.333333333333332,27.61111111111111,0,(0/6),0.0
58,Graduation,Single,60230.0,1,520,20,367,39,81,40,2,6,3,6,704.0,41.411764705882355,62.76470588235294,0,(0/6),0.0
37,Graduation,Married,22108.0,2,5,3,9,6,2,6,2,2,0,3,655.0,93.57142857142857,4.428571428571429,0,(0/6),0.0
40,Graduation,In-Relationship,44392.0,2,87,5,71,7,12,29,5,4,1,4,547.0,39.07142857142857,15.071428571428571,0,(0/6),0.0
38,PhD,Married,55424.0,1,462,61,184,10,53,107,4,7,5,9,320.0,12.8,35.08,1,(2/6),33.33333333333333
35,Graduation,Married,17688.0,1,2,2,1,3,1,2,1,1,0,2,211.0,52.75,2.75,0,(0/6),0.0
31,PhD,Married,92491.0,0,979,44,935,29,25,22,1,7,5,12,275.0,11.0,81.36,1,(4/6),66.66666666666666
23,Graduation,Single,90273.0,0,704,129,853,120,74,111,1,5,6,7,195.0,10.263157894736842,104.78947368421052,1,(4/6),66.66666666666666
52,PhD,Widow,82571.0,0,861,31,558,62,95,79,0,6,5,13,731.0,30.458333333333332,70.25,1,(1/6),16.666666666666664
32,PhD,Single,38513.0,1,172,3,115,16,0,18,5,6,1,5,661.0,38.88235294117647,19.058823529411764,1,(1/6),16.666666666666664
35,Master,Single,16653.0,1,5,7,31,15,4,7,3,2,1,3,601.0,66.77777777777777,7.666666666666667,1,(1/6),16.666666666666664
59,Graduation,In-Relationship,42586.0,2,194,2,56,0,0,0,5,4,1,6,620.0,38.75,15.75,1,(1/6),16.666666666666664
49,Basic,Single,23529.0,1,9,7,13,3,2,20,1,1,1,2,221.0,44.2,10.8,0,(0/6),0.0
53,Master,In-Relationship,74881.0,2,505,72,270,36,27,54,4,9,2,12,671.0,24.85185185185185,35.7037037037037,0,(0/6),0.0
63,Graduation,Married,71107.0,1,533,10,217,198,174,195,2,7,6,13,551.0,19.678571428571427,47.392857142857146,0,(0/6),0.0
50,PhD,In-Relationship,46910.0,2,48,0,14,0,0,6,2,2,0,3,232.0,33.142857142857146,9.714285714285714,0,(0/6),0.0
55,Graduation,Married,18690.0,0,6,1,7,23,4,19,1,1,1,2,542.0,108.4,12.0,0,(0/6),0.0
59,Graduation,Divorced,37244.0,2,18,2,10,0,0,25,1,1,1,2,619.0,123.8,11.0,1,(1/6),16.666666666666664
48,Graduation,In-Relationship,82427.0,0,482,147,509,104,107,107,1,3,5,12,189.0,9.0,69.33333333333333,1,(1/6),16.666666666666664
56,2n Cycle,Single,75342.0,1,204,97,97,21,118,26,1,5,2,10,338.0,18.77777777777778,31.27777777777778,0,(0/6),0.0
60,Graduation,Divorced,70044.0,1,1073,0,250,153,14,14,4,7,10,5,159.0,6.115384615384615,57.84615384615385,0,(0/6),0.0
47,Graduation,Single,79146.0,2,245,16,223,21,43,16,2,8,1,8,323.0,17.0,29.68421052631579,0,(0/6),0.0
51,Graduation,Married,77437.0,0,560,21,442,29,44,29,1,4,5,13,189.0,8.217391304347826,48.91304347826087,1,(1/6),16.666666666666664
55,Graduation,Married,54984.0,1,173,13,131,32,3,6,4,6,1,6,560.0,32.94117647058823,21.058823529411764,1,(1/6),16.666666666666664
43,PhD,Married,42403.0,1,22,1,11,0,5,3,1,1,0,3,155.0,31.0,8.4,0,(0/6),0.0
50,Graduation,In-Relationship,55761.0,1,136,1,12,0,3,32,2,4,1,3,652.0,65.2,18.4,1,(1/6),16.666666666666664
31,Graduation,In-Relationship,37292.0,1,275,0,86,10,23,66,5,6,3,5,648.0,34.10526315789474,24.210526315789473,0,(0/6),0.0
69,PhD,Single,45576.0,0,56,19,29,2,14,25,1,3,1,3,734.0,91.75,18.125,1,(1/6),16.666666666666664
67,Graduation,In-Relationship,70321.0,0,303,23,751,82,26,191,1,6,5,13,709.0,28.36,55.04,1,(1/6),16.666666666666664
45,PhD,Divorced,58086.0,1,708,7,62,0,0,15,2,11,3,7,397.0,17.26086956521739,34.43478260869565,0,(0/6),0.0
62,Graduation,Married,81795.0,0,324,132,693,27,118,88,1,4,11,7,519.0,22.565217391304348,60.08695652173913,0,(0/6),0.0
67,Basic,In-Relationship,28389.0,0,1,5,3,7,4,8,1,1,0,2,606.0,151.5,7.0,0,(0/6),0.0
68,Master,Married,66835.0,0,620,26,195,34,17,141,1,6,4,13,744.0,31.0,43.041666666666664,0,(0/6),0.0
45,Graduation,Divorced,69901.0,1,312,21,206,102,92,149,3,7,3,10,778.0,33.82608695652174,38.34782608695652,0,(0/6),0.0
65,PhD,Married,80360.0,0,1493,86,454,112,43,43,2,4,4,5,245.0,16.333333333333332,148.73333333333332,1,(3/6),50.0
53,PhD,In-Relationship,63342.0,1,918,21,118,13,10,21,3,8,3,5,625.0,32.89473684210526,57.94736842105263,1,(2/6),33.33333333333333
40,Graduation,Married,44989.0,1,98,0,106,49,10,106,5,5,1,5,674.0,42.125,23.0625,0,(0/6),0.0
34,2n Cycle,Single,31859.0,1,3,4,7,15,8,11,1,1,0,3,592.0,118.4,9.6,0,(0/6),0.0
65,PhD,Widow,51569.0,1,380,0,47,6,0,34,4,7,1,7,358.0,18.842105263157894,24.57894736842105,1,(2/6),33.33333333333333
43,Graduation,Widow,30372.0,2,15,0,12,7,3,7,3,2,0,3,452.0,56.5,5.5,0,(0/6),0.0
35,Basic,Single,16014.0,2,3,9,4,7,8,7,4,1,1,4,173.0,17.3,3.8,0,(0/6),0.0
46,Graduation,Married,41120.0,2,24,2,23,0,8,24,3,2,1,3,522.0,58.0,9.0,0,(0/6),0.0
43,Master,Single,39763.0,1,80,1,60,4,6,16,2,5,1,2,415.0,41.5,16.7,1,(1/6),16.666666666666664
59,PhD,Married,38725.0,2,31,0,6,2,1,5,2,1,0,4,599.0,85.57142857142857,6.428571428571429,0,(0/6),0.0
42,Graduation,Married,77981.0,1,138,120,204,16,126,60,3,7,4,7,372.0,17.714285714285715,31.61904761904762,0,(0/6),0.0
50,2n Cycle,Married,62905.0,1,166,75,96,119,107,59,3,7,2,8,436.0,21.8,31.1,0,(0/6),0.0
35,2n Cycle,Divorced,13533.0,1,12,3,8,8,0,17,2,2,0,3,418.0,59.714285714285715,6.857142857142857,0,(0/6),0.0
39,Graduation,In-Relationship,59481.0,1,178,3,85,71,66,58,2,3,3,8,583.0,36.4375,28.8125,0,(0/6),0.0
37,Graduation,Married,72117.0,1,707,20,171,65,60,50,1,9,7,9,136.0,5.230769230769231,41.26923076923077,0,(0/6),0.0
28,2n Cycle,Married,21955.0,1,5,1,7,17,14,11,2,2,1,3,540.0,67.5,6.875,0,(0/6),0.0
58,Graduation,Married,67131.0,1,465,71,250,93,35,62,3,9,2,12,137.0,5.269230769230769,37.53846153846154,0,(0/6),0.0
34,PhD,Single,36802.0,1,16,1,2,0,0,1,1,1,0,3,375.0,75.0,4.0,0,(0/6),0.0
32,Graduation,In-Relationship,71853.0,0,358,108,413,141,97,32,1,2,8,6,772.0,45.411764705882355,67.58823529411765,0,(0/6),0.0
53,Basic,Married,28249.0,0,1,9,7,2,14,10,1,2,0,3,560.0,93.33333333333333,7.166666666666667,0,(0/6),0.0
39,Master,Married,47808.0,1,123,1,26,2,0,72,2,3,2,3,755.0,75.5,22.4,1,(1/6),16.666666666666664
40,PhD,Divorced,25509.0,1,40,3,30,10,7,11,3,3,0,3,509.0,56.55555555555556,11.222222222222221,1,(1/6),16.666666666666664
68,PhD,Married,51012.0,0,102,9,63,2,9,24,1,4,1,4,226.0,22.6,20.9,0,(0/6),0.0
29,Graduation,Single,70596.0,0,347,44,534,17,0,26,1,3,5,12,731.0,34.80952380952381,46.095238095238095,0,(0/6),0.0
62,PhD,In-Relationship,85431.0,0,376,53,462,168,53,53,1,2,7,7,792.0,46.588235294117645,68.52941176470588,0,(0/6),0.0
47,Graduation,Married,42664.0,1,21,0,3,0,0,0,1,1,0,3,747.0,149.4,4.8,0,(0/6),0.0
59,Graduation,In-Relationship,42586.0,2,194,2,56,0,0,0,5,4,1,6,450.0,28.125,15.75,1,(1/6),16.666666666666664
29,Graduation,Single,29760.0,1,64,4,68,7,5,17,4,3,1,4,455.0,37.916666666666664,13.75,0,(0/6),0.0
37,PhD,Married,28973.0,0,206,0,46,3,2,12,2,5,1,5,682.0,52.46153846153846,20.692307692307693,0,(0/6),0.0
41,PhD,In-Relationship,39435.0,1,71,0,18,0,0,13,1,3,1,2,255.0,36.42857142857143,14.571428571428571,0,(0/6),0.0
30,2n Cycle,Married,65370.0,0,71,22,112,138,89,29,1,2,3,13,746.0,39.26315789473684,24.263157894736842,0,(0/6),0.0
35,Basic,Single,20194.0,1,0,4,7,11,10,15,2,2,0,3,336.0,48.0,6.714285714285714,0,(0/6),0.0
38,PhD,Single,42473.0,2,93,1,21,0,4,25,3,2,1,4,667.0,66.7,14.4,0,(0/6),0.0
46,Graduation,Married,64590.0,0,920,138,168,36,46,30,1,9,4,10,726.0,30.25,55.75,0,(0/6),0.0
55,Graduation,In-Relationship,71232.0,1,653,17,170,34,26,17,2,11,2,10,769.0,30.76,36.68,0,(0/6),0.0
43,Graduation,In-Relationship,34600.0,2,199,33,60,8,3,15,5,5,2,5,325.0,19.11764705882353,18.705882352941178,1,(1/6),16.666666666666664
47,Graduation,Single,46904.0,2,153,4,56,0,9,31,4,5,1,4,793.0,56.642857142857146,18.071428571428573,0,(0/6),0.0
41,Graduation,Married,49094.0,1,376,0,38,11,8,69,5,6,3,6,362.0,18.1,25.1,0,(0/6),0.0
31,Graduation,In-Relationship,36075.0,1,46,0,30,12,1,30,1,2,0,4,451.0,64.42857142857143,17.0,0,(0/6),0.0
35,2n Cycle,In-Relationship,60839.0,2,600,21,128,223,150,128,13,2,2,12,201.0,6.931034482758621,43.10344827586207,0,(0/6),0.0
35,Graduation,In-Relationship,77298.0,1,425,115,292,23,35,79,1,6,6,11,441.0,18.375,40.375,0,(0/6),0.0
64,Graduation,In-Relationship,34026.0,2,18,6,15,12,8,17,3,2,1,3,265.0,29.444444444444443,8.444444444444445,0,(0/6),0.0
51,PhD,Single,48918.0,2,52,0,9,0,0,1,2,1,0,4,474.0,67.71428571428571,8.857142857142858,0,(0/6),0.0
52,2n Cycle,In-Relationship,82122.0,0,734,22,350,151,25,100,1,3,9,13,503.0,19.346153846153847,53.15384615384615,1,(1/6),16.666666666666664
38,Graduation,Single,37697.0,1,34,6,21,11,4,8,1,2,1,3,392.0,56.0,12.0,0,(0/6),0.0
62,Graduation,In-Relationship,34074.0,2,135,1,41,10,1,67,5,3,3,3,197.0,14.071428571428571,18.214285714285715,1,(1/6),16.666666666666664
54,Master,Married,28520.0,2,11,0,10,0,2,20,1,1,1,2,146.0,29.2,8.6,0,(0/6),0.0
59,Graduation,Single,62535.0,1,163,48,90,0,45,52,1,3,2,8,181.0,12.928571428571429,28.428571428571427,0,(0/6),0.0
37,Master,Single,36273.0,1,29,3,30,3,2,9,2,3,0,3,125.0,15.625,9.5,0,(0/6),0.0
50,Graduation,In-Relationship,63404.0,2,734,26,70,11,44,17,2,6,3,4,746.0,49.733333333333334,60.13333333333333,1,(1/6),16.666666666666664
33,2n Cycle,In-Relationship,75774.0,1,340,21,134,258,14,56,1,7,5,8,550.0,26.19047619047619,39.19047619047619,0,(0/6),0.0
38,Graduation,In-Relationship,78416.0,1,453,38,279,188,38,183,2,7,7,10,589.0,22.653846153846153,45.34615384615385,0,(0/6),0.0
40,Graduation,In-Relationship,75702.0,1,1073,0,629,145,37,37,1,10,5,13,293.0,10.10344827586207,66.24137931034483,1,(1/6),16.666666666666664
63,Master,In-Relationship,59385.0,2,135,0,10,0,4,36,2,3,1,4,509.0,50.9,18.5,0,(0/6),0.0
48,Graduation,Single,37070.0,2,231,7,137,4,15,39,9,5,1,8,327.0,14.217391304347826,18.82608695652174,1,(1/6),16.666666666666664
63,Graduation,Married,44689.0,2,18,0,5,0,0,11,2,1,1,2,513.0,85.5,5.666666666666667,1,(1/6),16.666666666666664
56,Graduation,In-Relationship,53977.0,1,620,16,165,0,24,82,5,5,5,12,185.0,6.851851851851852,33.592592592592595,0,(0/6),0.0
48,PhD,Single,7144.0,2,81,4,33,5,2,291,0,23,1,1,724.0,28.96,16.64,0,(0/6),0.0
50,Graduation,Single,18701.0,2,12,4,2,10,6,10,4,2,0,4,756.0,75.6,4.4,0,(0/6),0.0
58,Graduation,Married,90369.0,0,292,51,981,224,23,17,1,4,6,6,713.0,41.94117647058823,93.41176470588235,1,(1/6),16.666666666666664
40,PhD,Single,63159.0,0,965,34,586,89,86,37,1,3,5,8,124.0,7.294117647058823,105.70588235294117,1,(1/6),16.666666666666664
48,Graduation,In-Relationship,37758.0,2,27,2,10,0,0,1,2,1,0,3,648.0,108.0,6.666666666666667,0,(0/6),0.0
51,PhD,Single,46757.0,1,777,30,163,0,51,122,6,4,4,7,623.0,29.666666666666668,54.42857142857143,0,(0/6),0.0
45,Master,Married,79734.0,0,572,8,232,23,62,17,1,4,3,6,466.0,33.285714285714285,65.28571428571429,1,(1/6),16.666666666666664
22,Graduation,In-Relationship,63207.0,0,438,169,565,91,169,70,1,2,3,6,397.0,33.083333333333336,125.16666666666667,1,(1/6),16.666666666666664
60,Graduation,Divorced,72071.0,1,531,69,300,150,138,150,3,5,4,8,468.0,23.4,66.9,0,(0/6),0.0
31,PhD,In-Relationship,21840.0,1,17,0,9,0,0,1,1,1,0,3,425.0,85.0,5.4,0,(0/6),0.0
32,2n Cycle,In-Relationship,58582.0,1,402,35,106,101,77,42,2,9,2,9,137.0,6.2272727272727275,34.68181818181818,1,(1/6),16.666666666666664
63,Graduation,Single,72282.0,0,503,27,419,90,139,153,1,5,7,9,206.0,9.363636363636363,60.5,1,(1/6),16.666666666666664
58,Graduation,Married,50387.0,2,369,9,87,12,14,34,3,6,2,8,384.0,20.210526315789473,27.63157894736842,0,(0/6),0.0
53,PhD,In-Relationship,32583.0,2,5,0,3,0,0,1,1,1,0,2,391.0,97.75,2.25,0,(0/6),0.0
52,Graduation,In-Relationship,62568.0,1,362,17,398,80,35,61,3,5,3,5,447.0,27.9375,59.5625,1,(1/6),16.666666666666664
43,Master,Divorced,44635.0,2,56,0,9,0,0,3,2,2,0,3,786.0,112.28571428571429,9.714285714285714,0,(0/6),0.0
43,Master,Single,33316.0,2,79,1,31,4,4,12,3,2,1,4,410.0,41.0,13.1,0,(0/6),0.0
46,Graduation,Married,63967.0,1,387,84,141,73,35,162,3,4,4,12,431.0,18.73913043478261,38.34782608695652,0,(0/6),0.0
36,2n Cycle,In-Relationship,52513.0,0,367,17,241,104,188,232,2,9,5,9,622.0,24.88,45.96,0,(0/6),0.0
45,Graduation,Married,25293.0,1,15,0,11,0,2,9,1,1,1,2,525.0,105.0,7.4,0,(0/6),0.0
49,PhD,Widow,54111.0,1,267,6,54,8,3,50,2,5,2,6,526.0,35.06666666666667,25.866666666666667,0,(0/6),0.0
28,Graduation,In-Relationship,78394.0,0,298,27,697,216,24,166,1,4,6,5,387.0,24.1875,89.25,1,(1/6),16.666666666666664
56,Master,Married,80739.0,0,674,92,736,39,0,92,1,3,11,9,594.0,24.75,68.04166666666667,0,(0/6),0.0
39,Master,In-Relationship,22669.0,1,16,14,36,37,22,48,3,4,1,2,620.0,62.0,17.3,1,(1/6),16.666666666666664
27,Graduation,Single,29236.0,1,37,4,24,16,9,9,2,4,0,3,224.0,24.88888888888889,11.0,0,(0/6),0.0
55,Graduation,In-Relationship,44911.0,1,159,0,22,2,1,31,3,4,1,4,414.0,34.5,17.916666666666668,0,(0/6),0.0
52,PhD,Married,54693.0,1,686,17,142,23,26,35,8,6,4,13,689.0,22.225806451612904,29.967741935483872,0,(0/6),0.0
40,Graduation,In-Relationship,48186.0,1,97,3,66,12,7,34,3,4,1,4,416.0,34.666666666666664,18.25,0,(0/6),0.0
37,Graduation,Married,54809.0,2,63,6,57,13,13,22,4,2,1,5,587.0,48.916666666666664,14.5,1,(1/6),16.666666666666664
36,Graduation,In-Relationship,41580.0,2,56,5,24,4,0,3,3,2,1,3,818.0,90.88888888888889,10.222222222222221,0,(0/6),0.0
44,PhD,Married,80336.0,0,209,19,456,160,142,66,1,2,9,13,768.0,30.72,42.08,0,(0/6),0.0
57,Graduation,Married,47743.0,1,198,2,43,0,12,20,3,4,1,6,626.0,44.714285714285715,19.642857142857142,1,(1/6),16.666666666666664
59,2n Cycle,Married,62972.0,1,313,15,47,20,0,192,2,7,4,3,514.0,32.125,36.6875,0,(0/6),0.0
60,PhD,Divorced,57333.0,1,941,14,397,76,58,176,11,8,5,9,190.0,5.757575757575758,50.36363636363637,1,(1/6),16.666666666666664
32,PhD,In-Relationship,32313.0,1,86,4,56,2,4,7,3,4,0,4,425.0,38.63636363636363,14.454545454545455,0,(0/6),0.0
61,Master,Widow,84953.0,0,167,48,602,63,72,72,1,3,10,4,327.0,18.166666666666668,56.888888888888886,1,(4/6),66.66666666666666
46,Master,Divorced,27071.0,1,8,3,19,0,2,3,2,2,0,3,778.0,111.14285714285714,5.0,0,(0/6),0.0
57,Master,In-Relationship,68148.0,0,389,66,408,37,57,85,1,4,4,6,129.0,8.6,69.46666666666667,0,(0/6),0.0
49,Master,In-Relationship,65735.0,2,239,7,119,4,15,11,5,6,2,6,479.0,25.210526315789473,20.789473684210527,0,(0/6),0.0
39,PhD,Married,86836.0,0,179,21,273,0,21,63,1,6,10,6,292.0,12.695652173913043,24.217391304347824,1,(4/6),66.66666666666666
51,PhD,Married,4023.0,2,5,0,1,1,1,1,15,0,0,0,270.0,18.0,0.6,0,(0/6),0.0
24,Graduation,Married,30093.0,0,2,6,28,13,4,16,1,2,0,3,772.0,128.66666666666666,11.5,0,(0/6),0.0
48,PhD,Married,57705.0,1,383,0,53,6,4,40,3,8,1,6,529.0,29.38888888888889,27.0,0,(0/6),0.0
26,Graduation,Single,25008.0,1,2,8,8,6,1,9,2,1,0,3,731.0,121.83333333333333,5.666666666666667,0,(0/6),0.0
19,2n Cycle,Single,83257.0,0,536,27,590,38,107,67,1,5,10,12,657.0,23.464285714285715,48.75,1,(3/6),50.0
39,Graduation,In-Relationship,22280.0,1,2,1,4,3,1,2,1,1,0,2,415.0,103.75,3.25,0,(0/6),0.0
36,PhD,Married,72159.0,0,322,53,899,34,40,53,1,4,6,10,444.0,21.142857142857142,66.71428571428571,0,(0/6),0.0
53,Graduation,In-Relationship,64260.0,0,539,169,816,20,0,30,1,4,5,4,712.0,50.857142857142854,112.42857142857143,1,(1/6),16.666666666666664
30,PhD,Single,82733.0,0,712,50,420,65,38,38,1,8,4,7,483.0,24.15,66.15,1,(1/6),16.666666666666664
43,Master,Divorced,74290.0,1,1121,0,72,0,12,12,4,10,8,10,642.0,20.0625,38.03125,1,(2/6),33.33333333333333
63,Master,Single,58217.0,3,68,1,13,3,5,13,1,2,0,4,772.0,110.28571428571429,14.714285714285714,0,(0/6),0.0
38,Master,In-Relationship,21024.0,0,36,4,18,6,2,18,1,2,0,4,722.0,103.14285714285714,12.0,0,(0/6),0.0
42,PhD,Married,70116.0,0,707,44,603,95,58,29,1,2,8,12,319.0,13.869565217391305,66.78260869565217,0,(0/6),0.0
29,Graduation,In-Relationship,54006.0,1,174,77,203,6,24,97,2,8,1,7,449.0,24.944444444444443,32.27777777777778,0,(0/6),0.0
48,PhD,Married,69063.0,1,666,35,124,69,8,26,1,5,3,5,381.0,27.214285714285715,66.28571428571429,0,(0/6),0.0
39,2n Cycle,Divorced,11448.0,0,0,0,0,6,2,6,1,1,0,2,720.0,180.0,3.5,0,(0/6),0.0
35,Graduation,Single,61825.0,1,162,50,100,55,30,27,1,4,2,8,753.0,50.2,28.266666666666666,0,(0/6),0.0
43,Graduation,Married,70886.0,1,407,70,239,103,88,53,1,5,4,4,419.0,29.928571428571427,68.57142857142857,0,(0/6),0.0
32,Graduation,Married,69109.0,0,823,25,459,124,29,95,1,6,6,7,172.0,8.6,77.75,1,(2/6),33.33333333333333
41,Graduation,Widow,60208.0,2,488,23,71,15,0,59,11,8,3,7,759.0,26.17241379310345,22.620689655172413,1,(2/6),33.33333333333333
46,Master,In-Relationship,32889.0,2,28,0,13,4,2,8,3,2,1,3,234.0,26.0,6.111111111111111,0,(0/6),0.0
30,Graduation,Single,34738.0,1,3,2,10,3,0,2,1,1,0,3,243.0,48.6,4.0,0,(0/6),0.0
43,Master,In-Relationship,30538.0,1,284,0,52,8,3,20,4,9,0,4,505.0,29.705882352941178,21.58823529411765,0,(0/6),0.0
37,2n Cycle,In-Relationship,82326.0,0,938,142,754,159,81,183,1,5,10,6,197.0,8.954545454545455,102.5909090909091,1,(4/6),66.66666666666666
47,PhD,Divorced,26642.0,1,13,2,15,2,2,8,2,2,0,3,666.0,95.14285714285714,6.0,0,(0/6),0.0
50,Graduation,Divorced,69932.0,1,412,172,153,150,105,57,2,7,6,11,194.0,7.461538461538462,40.34615384615385,0,(0/6),0.0
42,Graduation,Single,44503.0,2,31,1,8,0,0,8,2,2,0,3,265.0,37.857142857142854,6.857142857142857,0,(0/6),0.0
66,PhD,Single,60200.0,1,502,19,132,0,6,26,6,6,2,11,805.0,32.2,27.4,0,(0/6),0.0
62,Graduation,Divorced,49638.0,1,18,10,3,3,5,0,1,1,0,3,282.0,56.4,7.8,0,(0/6),0.0
